param nLayers := 11;
 1 8628 5844 1
 1 8628 5846 0
 1 8629 5845 1
 1 8629 5847 0
 1 8630 5846 1
 1 8630 5848 0
 1 8631 5847 1
 1 8631 5849 0
 1 8632 5848 1
 1 8632 5850 0
 1 8633 5849 1
 1 8633 5851 0
 1 8634 5850 1
 1 8634 5852 0
 1 8635 destination 0
 1 5842 1 1
 1 5842 2 0
 1 5843 1 1
 1 5843 3 0
 1 5844 2 1
 1 5844 4 0
 1 5845 3 1
 1 5845 5 0
 1 5846 4 1
 1 5846 6 0
 1 5847 5 1
 1 5847 7 0
 1 5848 6 1
 1 5848 8 0
 1 5849 7 1
 1 5849 9 0
 1 5850 8 1
 1 5850 10 0
 1 5851 9 1
 1 5851 11 0
 1 5852 destination 0
 2 source 6491 0
 2 source 6492 0
 2 source 6493 0
 2 source 6494 0
 2 source 6495 0
 2 source 6496 0
 2 source 6497 0
 2 source 6498 0
 2 source 6499 0
 2 source 6500 0
 2 source 6501 0
 2 1 destination 0 
 2 2 destination 0 
 2 3 destination 0 
 2 4 destination 0 
 2 5 destination 0 
 2 6 destination 0 
 2 7 destination 0 
 2 8 destination 0 
 2 9 destination 0 
 2 10 destination 0 
 2 11 destination 0 
 2 6491 1981 1
 2 6491 1982 0
 2 1981 3818 1
 2 1981 3819 0
 2 1982 3818 1
 2 1982 3820 0
 2 1983 3819 1
 2 1983 3821 0
 2 1984 3820 1
 2 1984 3822 0
 2 1985 3821 1
 2 1985 3823 0
 2 1986 3822 1
 2 1986 3824 0
 2 1987 3823 1
 2 1987 3825 0
 2 1988 3824 1
 2 1988 3826 0
 2 1989 3825 1
 2 1989 3827 0
 2 1990 3826 1
 2 1990 3828 0
 2 1991 destination 0
 2 3818 1717 1
 2 3818 1718 0
 2 3819 1717 1
 2 3819 1719 0
 2 3820 1718 1
 2 3820 1720 0
 2 3821 1719 1
 2 3821 1721 0
 2 3822 1720 1
 2 3822 1722 0
 2 3823 1721 1
 2 3823 1723 0
 2 3824 1722 1
 2 3824 1724 0
 2 3825 1723 1
 2 3825 1725 0
 2 3826 1724 1
 2 3826 1726 0
 2 3827 1725 1
 2 3827 1727 0
 2 3828 destination 0
 2 1717 6755 1
 2 1717 6756 0
 2 1718 6755 1
 2 1718 6757 0
 2 1719 6756 1
 2 1719 6758 0
 2 1720 6757 1
 2 1720 6759 0
 2 1721 6758 1
 2 1721 6760 0
 2 1722 6759 1
 2 1722 6761 0
 2 1723 6760 1
 2 1723 6762 0
 2 1724 6761 1
 2 1724 6763 0
 2 1725 6762 1
 2 1725 6764 0
 2 1726 6763 1
 2 1726 6765 0
 2 1727 destination 0
 2 6755 4511 1
 2 6755 4512 0
 2 6756 4511 1
 2 6756 4513 0
 2 6757 4512 1
 2 6757 4514 0
 2 6758 4513 1
 2 6758 4515 0
 2 6759 4514 1
 2 6759 4516 0
 2 6760 4515 1
 2 6760 4517 0
 2 6761 4516 1
 2 6761 4518 0
 2 6762 4517 1
 2 6762 4519 0
 2 6763 4518 1
 2 6763 4520 0
 2 6764 4519 1
 2 6764 4521 0
 2 6765 destination 0
 2 4511 8757 1
 2 4511 8758 0
 2 4512 8757 1
 2 4512 8759 0
 2 4513 8758 1
 2 4513 8760 0
 2 4514 8759 1
 2 4514 8761 0
 2 4515 8760 1
 2 4515 8762 0
 2 4516 8761 1
 2 4516 8763 0
 2 4517 8762 1
 2 4517 8764 0
 2 4518 8763 1
 2 4518 8765 0
 2 4519 8764 1
 2 4519 8766 0
 2 4520 8765 1
 2 4520 8767 0
 2 4521 destination 0
 2 8757 7426 1
 2 8757 7427 0
 2 8758 7426 1
 2 8758 7428 0
 2 8759 7427 1
 2 8759 7429 0
 2 8760 7428 1
 2 8760 7430 0
 2 8761 7429 1
 2 8761 7431 0
 2 8762 7430 1
 2 8762 7432 0
 2 8763 7431 1
 2 8763 7433 0
 2 8764 7432 1
 2 8764 7434 0
 2 8765 7433 1
 2 8765 7435 0
 2 8766 7434 1
 2 8766 7436 0
 2 8767 destination 0
 2 7426 5699 1
 2 7426 5700 0
 2 7427 5699 1
 2 7427 5701 0
 2 7428 5700 1
 2 7428 5702 0
 2 7429 5701 1
 2 7429 5703 0
 2 7430 5702 1
 2 7430 5704 0
 2 7431 5703 1
 2 7431 5705 0
 2 7432 5704 1
 2 7432 5706 0
 2 7433 5705 1
 2 7433 5707 0
 2 7434 5706 1
 2 7434 5708 0
 2 7435 5707 1
 2 7435 5709 0
 2 7436 destination 0
 2 5699 4775 1
 2 5699 4776 0
 2 5700 4775 1
 2 5700 4777 0
 2 5701 4776 1
 2 5701 4778 0
 2 5702 4777 1
 2 5702 4779 0
 2 5703 4778 1
 2 5703 4780 0
 2 5704 4779 1
 2 5704 4781 0
 2 5705 4780 1
 2 5705 4782 0
 2 5706 4781 1
 2 5706 4783 0
 2 5707 4782 1
 2 5707 4784 0
 2 5708 4783 1
 2 5708 4785 0
 2 5709 destination 0
 2 4775 6480 1
 2 4775 6481 0
 2 4776 6480 1
 2 4776 6482 0
 2 4777 6481 1
 2 4777 6483 0
 2 4778 6482 1
 2 4778 6484 0
 2 4779 6483 1
 2 4779 6485 0
 2 4780 6484 1
 2 4780 6486 0
 2 4781 6485 1
 2 4781 6487 0
 2 4782 6486 1
 2 4782 6488 0
 2 4783 6487 1
 2 4783 6489 0
 2 4784 6488 1
 2 4784 6490 0
 2 4785 destination 0
 2 6480 661 1
 2 6480 663 0
 2 6481 661 1
 2 6481 664 0
 2 6482 661 1
 2 6482 665 0
 2 6483 662 1
 2 6483 666 0
 2 6484 663 1
 2 6484 667 0
 2 6485 664 1
 2 6485 668 0
 2 6486 665 1
 2 6486 669 0
 2 6487 666 1
 2 6487 670 0
 2 6488 667 1
 2 6488 671 0
 2 6489 668 1
 2 6489 671 0
 2 6490 destination 0
 2 661 3466 1
 2 661 3467 0
 2 662 3466 1
 2 662 3468 0
 2 663 3467 1
 2 663 3469 0
 2 664 3468 1
 2 664 3470 0
 2 665 3469 1
 2 665 3471 0
 2 666 3470 1
 2 666 3472 0
 2 667 3471 1
 2 667 3473 0
 2 668 3472 1
 2 668 3474 0
 2 669 3473 1
 2 669 3475 0
 2 670 3474 1
 2 670 3476 0
 2 671 destination 0
 2 3466 7646 1
 2 3466 7647 0
 2 3467 7646 1
 2 3467 7648 0
 2 3468 7647 1
 2 3468 7649 0
 2 3469 7648 1
 2 3469 7650 0
 2 3470 7649 1
 2 3470 7651 0
 2 3471 7650 1
 2 3471 7652 0
 2 3472 7651 1
 2 3472 7653 0
 2 3473 7652 1
 2 3473 7654 0
 2 3474 7653 1
 2 3474 7655 0
 2 3475 7654 1
 2 3475 7656 0
 2 3476 destination 0
 2 7646 3939 1
 2 7646 3943 0
 2 7647 3939 1
 2 7647 3944 0
 2 7648 3939 1
 2 7648 3945 0
 2 7649 3939 1
 2 7649 3946 0
 2 7650 3939 1
 2 7650 3947 0
 2 7651 3940 1
 2 7651 3948 0
 2 7652 3941 1
 2 7652 3949 0
 2 7653 3942 1
 2 7653 3949 0
 2 7654 3943 1
 2 7654 3949 0
 2 7655 3944 1
 2 7655 3949 0
 2 7656 destination 0
 2 3939 5875 1
 2 3939 5876 0
 2 3940 5875 1
 2 3940 5877 0
 2 3941 5876 1
 2 3941 5878 0
 2 3942 5877 1
 2 3942 5879 0
 2 3943 5878 1
 2 3943 5880 0
 2 3944 5879 1
 2 3944 5881 0
 2 3945 5880 1
 2 3945 5882 0
 2 3946 5881 1
 2 3946 5883 0
 2 3947 5882 1
 2 3947 5884 0
 2 3948 5883 1
 2 3948 5885 0
 2 3949 destination 0
 2 5875 188 1
 2 5875 189 0
 2 5876 188 1
 2 5876 190 0
 2 5877 189 1
 2 5877 191 0
 2 5878 190 1
 2 5878 192 0
 2 5879 191 1
 2 5879 193 0
 2 5880 192 1
 2 5880 194 0
 2 5881 193 1
 2 5881 195 0
 2 5882 194 1
 2 5882 196 0
 2 5883 195 1
 2 5883 197 0
 2 5884 196 1
 2 5884 198 0
 2 5885 destination 0
 2 188 859 1
 2 188 860 0
 2 189 859 1
 2 189 861 0
 2 190 860 1
 2 190 862 0
 2 191 861 1
 2 191 863 0
 2 192 862 1
 2 192 864 0
 2 193 863 1
 2 193 865 0
 2 194 864 1
 2 194 866 0
 2 195 865 1
 2 195 867 0
 2 196 866 1
 2 196 868 0
 2 197 867 1
 2 197 869 0
 2 198 destination 0
 2 859 2146 1
 2 859 2147 0
 2 860 2146 1
 2 860 2148 0
 2 861 2147 1
 2 861 2149 0
 2 862 2148 1
 2 862 2150 0
 2 863 2149 1
 2 863 2151 0
 2 864 2150 1
 2 864 2152 0
 2 865 2151 1
 2 865 2153 0
 2 866 2152 1
 2 866 2154 0
 2 867 2153 1
 2 867 2155 0
 2 868 2154 1
 2 868 2156 0
 2 869 destination 0
 2 2146 4533 1
 2 2146 4534 0
 2 2147 4533 1
 2 2147 4535 0
 2 2148 4534 1
 2 2148 4536 0
 2 2149 4535 1
 2 2149 4537 0
 2 2150 4536 1
 2 2150 4538 0
 2 2151 4537 1
 2 2151 4539 0
 2 2152 4538 1
 2 2152 4540 0
 2 2153 4539 1
 2 2153 4541 0
 2 2154 4540 1
 2 2154 4542 0
 2 2155 4541 1
 2 2155 4543 0
 2 2156 destination 0
 2 4533 1057 1
 2 4533 1058 0
 2 4534 1057 1
 2 4534 1059 0
 2 4535 1058 1
 2 4535 1060 0
 2 4536 1059 1
 2 4536 1061 0
 2 4537 1060 1
 2 4537 1062 0
 2 4538 1061 1
 2 4538 1063 0
 2 4539 1062 1
 2 4539 1064 0
 2 4540 1063 1
 2 4540 1065 0
 2 4541 1064 1
 2 4541 1066 0
 2 4542 1065 1
 2 4542 1067 0
 2 4543 destination 0
 2 1057 4522 1
 2 1057 4523 0
 2 1058 4522 1
 2 1058 4524 0
 2 1059 4523 1
 2 1059 4525 0
 2 1060 4524 1
 2 1060 4526 0
 2 1061 4525 1
 2 1061 4527 0
 2 1062 4526 1
 2 1062 4528 0
 2 1063 4527 1
 2 1063 4529 0
 2 1064 4528 1
 2 1064 4530 0
 2 1065 4529 1
 2 1065 4531 0
 2 1066 4530 1
 2 1066 4532 0
 2 1067 destination 0
 2 4522 4390 1
 2 4522 4391 0
 2 4523 4390 1
 2 4523 4392 0
 2 4524 4391 1
 2 4524 4393 0
 2 4525 4392 1
 2 4525 4394 0
 2 4526 4393 1
 2 4526 4395 0
 2 4527 4394 1
 2 4527 4396 0
 2 4528 4395 1
 2 4528 4397 0
 2 4529 4396 1
 2 4529 4398 0
 2 4530 4397 1
 2 4530 4399 0
 2 4531 4398 1
 2 4531 4400 0
 2 4532 destination 0
 2 4390 9241 1
 2 4390 9242 0
 2 4391 9241 1
 2 4391 9243 0
 2 4392 9242 1
 2 4392 9244 0
 2 4393 9243 1
 2 4393 9245 0
 2 4394 9244 1
 2 4394 9246 0
 2 4395 9245 1
 2 4395 9247 0
 2 4396 9246 1
 2 4396 9248 0
 2 4397 9247 1
 2 4397 9249 0
 2 4398 9248 1
 2 4398 9250 0
 2 4399 9249 1
 2 4399 9251 0
 2 4400 destination 0
 2 9241 4280 1
 2 9241 4281 0
 2 9242 4280 1
 2 9242 4282 0
 2 9243 4281 1
 2 9243 4283 0
 2 9244 4282 1
 2 9244 4284 0
 2 9245 4283 1
 2 9245 4285 0
 2 9246 4284 1
 2 9246 4286 0
 2 9247 4285 1
 2 9247 4287 0
 2 9248 4286 1
 2 9248 4288 0
 2 9249 4287 1
 2 9249 4289 0
 2 9250 4288 1
 2 9250 4290 0
 2 9251 destination 0
 2 4280 6029 1
 2 4280 6031 0
 2 4281 6029 1
 2 4281 6032 0
 2 4282 6029 1
 2 4282 6033 0
 2 4283 6030 1
 2 4283 6034 0
 2 4284 6031 1
 2 4284 6035 0
 2 4285 6032 1
 2 4285 6036 0
 2 4286 6033 1
 2 4286 6037 0
 2 4287 6034 1
 2 4287 6038 0
 2 4288 6035 1
 2 4288 6039 0
 2 4289 6036 1
 2 4289 6039 0
 2 4290 destination 0
 2 6029 6557 1
 2 6029 6558 0
 2 6030 6557 1
 2 6030 6559 0
 2 6031 6558 1
 2 6031 6560 0
 2 6032 6559 1
 2 6032 6561 0
 2 6033 6560 1
 2 6033 6562 0
 2 6034 6561 1
 2 6034 6563 0
 2 6035 6562 1
 2 6035 6564 0
 2 6036 6563 1
 2 6036 6565 0
 2 6037 6564 1
 2 6037 6566 0
 2 6038 6565 1
 2 6038 6567 0
 2 6039 destination 0
 2 6557 4709 1
 2 6557 4710 0
 2 6558 4709 1
 2 6558 4711 0
 2 6559 4710 1
 2 6559 4712 0
 2 6560 4711 1
 2 6560 4713 0
 2 6561 4712 1
 2 6561 4714 0
 2 6562 4713 1
 2 6562 4715 0
 2 6563 4714 1
 2 6563 4716 0
 2 6564 4715 1
 2 6564 4717 0
 2 6565 4716 1
 2 6565 4718 0
 2 6566 4717 1
 2 6566 4719 0
 2 6567 destination 0
 2 4709 3972 1
 2 4709 3973 0
 2 4710 3972 1
 2 4710 3974 0
 2 4711 3973 1
 2 4711 3975 0
 2 4712 3974 1
 2 4712 3976 0
 2 4713 3975 1
 2 4713 3977 0
 2 4714 3976 1
 2 4714 3978 0
 2 4715 3977 1
 2 4715 3979 0
 2 4716 3978 1
 2 4716 3980 0
 2 4717 3979 1
 2 4717 3981 0
 2 4718 3980 1
 2 4718 3982 0
 2 4719 destination 0
 2 3972 6249 1
 2 3972 6250 0
 2 3973 6249 1
 2 3973 6251 0
 2 3974 6250 1
 2 3974 6252 0
 2 3975 6251 1
 2 3975 6253 0
 2 3976 6252 1
 2 3976 6254 0
 2 3977 6253 1
 2 3977 6255 0
 2 3978 6254 1
 2 3978 6256 0
 2 3979 6255 1
 2 3979 6257 0
 2 3980 6256 1
 2 3980 6258 0
 2 3981 6257 1
 2 3981 6259 0
 2 3982 destination 0
 2 6249 7118 1
 2 6249 7119 0
 2 6250 7118 1
 2 6250 7120 0
 2 6251 7119 1
 2 6251 7121 0
 2 6252 7120 1
 2 6252 7122 0
 2 6253 7121 1
 2 6253 7123 0
 2 6254 7122 1
 2 6254 7124 0
 2 6255 7123 1
 2 6255 7125 0
 2 6256 7124 1
 2 6256 7126 0
 2 6257 7125 1
 2 6257 7127 0
 2 6258 7126 1
 2 6258 7128 0
 2 6259 destination 0
 2 7118 4269 1
 2 7118 4270 0
 2 7119 4269 1
 2 7119 4271 0
 2 7120 4270 1
 2 7120 4272 0
 2 7121 4271 1
 2 7121 4273 0
 2 7122 4272 1
 2 7122 4274 0
 2 7123 4273 1
 2 7123 4275 0
 2 7124 4274 1
 2 7124 4276 0
 2 7125 4275 1
 2 7125 4277 0
 2 7126 4276 1
 2 7126 4278 0
 2 7127 4277 1
 2 7127 4279 0
 2 7128 destination 0
 2 4269 6304 1
 2 4269 6305 0
 2 4270 6304 1
 2 4270 6306 0
 2 4271 6305 1
 2 4271 6307 0
 2 4272 6306 1
 2 4272 6308 0
 2 4273 6307 1
 2 4273 6309 0
 2 4274 6308 1
 2 4274 6310 0
 2 4275 6309 1
 2 4275 6311 0
 2 4276 6310 1
 2 4276 6312 0
 2 4277 6311 1
 2 4277 6313 0
 2 4278 6312 1
 2 4278 6314 0
 2 4279 destination 0
 2 6304 4797 1
 2 6304 4798 0
 2 6305 4797 1
 2 6305 4799 0
 2 6306 4798 1
 2 6306 4800 0
 2 6307 4799 1
 2 6307 4801 0
 2 6308 4800 1
 2 6308 4802 0
 2 6309 4801 1
 2 6309 4803 0
 2 6310 4802 1
 2 6310 4804 0
 2 6311 4803 1
 2 6311 4805 0
 2 6312 4804 1
 2 6312 4806 0
 2 6313 4805 1
 2 6313 4807 0
 2 6314 destination 0
 2 4797 9846 1
 2 4797 9847 0
 2 4798 9846 1
 2 4798 9848 0
 2 4799 9847 1
 2 4799 9849 0
 2 4800 9848 1
 2 4800 9850 0
 2 4801 9849 1
 2 4801 9851 0
 2 4802 9850 1
 2 4802 9852 0
 2 4803 9851 1
 2 4803 9853 0
 2 4804 9852 1
 2 4804 9854 0
 2 4805 9853 1
 2 4805 9855 0
 2 4806 9854 1
 2 4806 9856 0
 2 4807 destination 0
 2 9846 9956 1
 2 9846 9957 0
 2 9847 9956 1
 2 9847 9958 0
 2 9848 9957 1
 2 9848 9959 0
 2 9849 9958 1
 2 9849 9960 0
 2 9850 9959 1
 2 9850 9961 0
 2 9851 9960 1
 2 9851 9962 0
 2 9852 9961 1
 2 9852 9963 0
 2 9853 9962 1
 2 9853 9964 0
 2 9854 9963 1
 2 9854 9965 0
 2 9855 9964 1
 2 9855 9966 0
 2 9856 destination 0
 2 9956 5853 1
 2 9956 5854 0
 2 9957 5853 1
 2 9957 5855 0
 2 9958 5854 1
 2 9958 5856 0
 2 9959 5855 1
 2 9959 5857 0
 2 9960 5856 1
 2 9960 5858 0
 2 9961 5857 1
 2 9961 5859 0
 2 9962 5858 1
 2 9962 5860 0
 2 9963 5859 1
 2 9963 5861 0
 2 9964 5860 1
 2 9964 5862 0
 2 9965 5861 1
 2 9965 5863 0
 2 9966 destination 0
 2 5853 6722 1
 2 5853 6723 0
 2 5854 6722 1
 2 5854 6724 0
 2 5855 6723 1
 2 5855 6725 0
 2 5856 6724 1
 2 5856 6726 0
 2 5857 6725 1
 2 5857 6727 0
 2 5858 6726 1
 2 5858 6728 0
 2 5859 6727 1
 2 5859 6729 0
 2 5860 6728 1
 2 5860 6730 0
 2 5861 6729 1
 2 5861 6731 0
 2 5862 6730 1
 2 5862 6732 0
 2 5863 destination 0
 2 6722 8779 1
 2 6722 8780 0
 2 6723 8779 1
 2 6723 8781 0
 2 6724 8780 1
 2 6724 8782 0
 2 6725 8781 1
 2 6725 8783 0
 2 6726 8782 1
 2 6726 8784 0
 2 6727 8783 1
 2 6727 8785 0
 2 6728 8784 1
 2 6728 8786 0
 2 6729 8785 1
 2 6729 8787 0
 2 6730 8786 1
 2 6730 8788 0
 2 6731 8787 1
 2 6731 8789 0
 2 6732 destination 0
 2 8779 5677 1
 2 8779 5678 0
 2 8780 5677 1
 2 8780 5679 0
 2 8781 5678 1
 2 8781 5680 0
 2 8782 5679 1
 2 8782 5681 0
 2 8783 5680 1
 2 8783 5682 0
 2 8784 5681 1
 2 8784 5683 0
 2 8785 5682 1
 2 8785 5684 0
 2 8786 5683 1
 2 8786 5685 0
 2 8787 5684 1
 2 8787 5686 0
 2 8788 5685 1
 2 8788 5687 0
 2 8789 destination 0
 2 5677 6964 1
 2 5677 6965 0
 2 5678 6964 1
 2 5678 6966 0
 2 5679 6965 1
 2 5679 6967 0
 2 5680 6966 1
 2 5680 6968 0
 2 5681 6967 1
 2 5681 6969 0
 2 5682 6968 1
 2 5682 6970 0
 2 5683 6969 1
 2 5683 6971 0
 2 5684 6970 1
 2 5684 6972 0
 2 5685 6971 1
 2 5685 6973 0
 2 5686 6972 1
 2 5686 6974 0
 2 5687 destination 0
 2 6964 10011 1
 2 6964 10012 0
 2 6965 10011 1
 2 6965 10013 0
 2 6966 10012 1
 2 6966 10014 0
 2 6967 10013 1
 2 6967 10015 0
 2 6968 10014 1
 2 6968 10016 0
 2 6969 10015 1
 2 6969 10017 0
 2 6970 10016 1
 2 6970 10018 0
 2 6971 10017 1
 2 6971 10019 0
 2 6972 10018 1
 2 6972 10020 0
 2 6973 10019 1
 2 6973 10021 0
 2 6974 destination 0
 2 10011 2630 1
 2 10011 2631 0
 2 10012 2630 1
 2 10012 2632 0
 2 10013 2631 1
 2 10013 2633 0
 2 10014 2632 1
 2 10014 2634 0
 2 10015 2633 1
 2 10015 2635 0
 2 10016 2634 1
 2 10016 2636 0
 2 10017 2635 1
 2 10017 2637 0
 2 10018 2636 1
 2 10018 2638 0
 2 10019 2637 1
 2 10019 2639 0
 2 10020 2638 1
 2 10020 2640 0
 2 10021 destination 0
 2 2630 8438 1
 2 2630 8439 0
 2 2631 8438 1
 2 2631 8440 0
 2 2632 8439 1
 2 2632 8441 0
 2 2633 8440 1
 2 2633 8442 0
 2 2634 8441 1
 2 2634 8443 0
 2 2635 8442 1
 2 2635 8444 0
 2 2636 8443 1
 2 2636 8445 0
 2 2637 8444 1
 2 2637 8446 0
 2 2638 8445 1
 2 2638 8447 0
 2 2639 8446 1
 2 2639 8448 0
 2 2640 destination 0
 2 8438 8262 1
 2 8438 8263 0
 2 8439 8262 1
 2 8439 8264 0
 2 8440 8263 1
 2 8440 8265 0
 2 8441 8264 1
 2 8441 8266 0
 2 8442 8265 1
 2 8442 8267 0
 2 8443 8266 1
 2 8443 8268 0
 2 8444 8267 1
 2 8444 8269 0
 2 8445 8268 1
 2 8445 8270 0
 2 8446 8269 1
 2 8446 8271 0
 2 8447 8270 1
 2 8447 8272 0
 2 8448 destination 0
 2 8262 7613 1
 2 8262 7614 0
 2 8263 7613 1
 2 8263 7615 0
 2 8264 7614 1
 2 8264 7616 0
 2 8265 7615 1
 2 8265 7617 0
 2 8266 7616 1
 2 8266 7618 0
 2 8267 7617 1
 2 8267 7619 0
 2 8268 7618 1
 2 8268 7620 0
 2 8269 7619 1
 2 8269 7621 0
 2 8270 7620 1
 2 8270 7622 0
 2 8271 7621 1
 2 8271 7623 0
 2 8272 destination 0
 2 7613 3081 1
 2 7613 3082 0
 2 7614 3081 1
 2 7614 3083 0
 2 7615 3082 1
 2 7615 3084 0
 2 7616 3083 1
 2 7616 3085 0
 2 7617 3084 1
 2 7617 3086 0
 2 7618 3085 1
 2 7618 3087 0
 2 7619 3086 1
 2 7619 3088 0
 2 7620 3087 1
 2 7620 3089 0
 2 7621 3088 1
 2 7621 3090 0
 2 7622 3089 1
 2 7622 3091 0
 2 7623 destination 0
 2 3081 5644 1
 2 3081 5645 0
 2 3082 5644 1
 2 3082 5646 0
 2 3083 5645 1
 2 3083 5647 0
 2 3084 5646 1
 2 3084 5648 0
 2 3085 5647 1
 2 3085 5649 0
 2 3086 5648 1
 2 3086 5650 0
 2 3087 5649 1
 2 3087 5651 0
 2 3088 5650 1
 2 3088 5652 0
 2 3089 5651 1
 2 3089 5653 0
 2 3090 5652 1
 2 3090 5654 0
 2 3091 destination 0
 2 5644 8042 1
 2 5644 8043 0
 2 5645 8042 1
 2 5645 8044 0
 2 5646 8043 1
 2 5646 8045 0
 2 5647 8044 1
 2 5647 8046 0
 2 5648 8045 1
 2 5648 8047 0
 2 5649 8046 1
 2 5649 8048 0
 2 5650 8047 1
 2 5650 8049 0
 2 5651 8048 1
 2 5651 8050 0
 2 5652 8049 1
 2 5652 8051 0
 2 5653 8050 1
 2 5653 8052 0
 2 5654 destination 0
 2 8042 683 1
 2 8042 684 0
 2 8043 683 1
 2 8043 685 0
 2 8044 684 1
 2 8044 686 0
 2 8045 685 1
 2 8045 687 0
 2 8046 686 1
 2 8046 688 0
 2 8047 687 1
 2 8047 689 0
 2 8048 688 1
 2 8048 690 0
 2 8049 689 1
 2 8049 691 0
 2 8050 690 1
 2 8050 692 0
 2 8051 691 1
 2 8051 693 0
 2 8052 destination 0
 2 683 1167 1
 2 683 1168 0
 2 684 1167 1
 2 684 1169 0
 2 685 1168 1
 2 685 1170 0
 2 686 1169 1
 2 686 1171 0
 2 687 1170 1
 2 687 1172 0
 2 688 1171 1
 2 688 1173 0
 2 689 1172 1
 2 689 1174 0
 2 690 1173 1
 2 690 1175 0
 2 691 1174 1
 2 691 1176 0
 2 692 1175 1
 2 692 1177 0
 2 693 destination 0
 2 1167 551 1
 2 1167 552 0
 2 1168 551 1
 2 1168 553 0
 2 1169 552 1
 2 1169 554 0
 2 1170 553 1
 2 1170 555 0
 2 1171 554 1
 2 1171 556 0
 2 1172 555 1
 2 1172 557 0
 2 1173 556 1
 2 1173 558 0
 2 1174 557 1
 2 1174 559 0
 2 1175 558 1
 2 1175 560 0
 2 1176 559 1
 2 1176 561 0
 2 1177 destination 0
 2 551 1 1
 2 551 2 0
 2 552 1 1
 2 552 3 0
 2 553 2 1
 2 553 4 0
 2 554 3 1
 2 554 5 0
 2 555 4 1
 2 555 6 0
 2 556 5 1
 2 556 7 0
 2 557 6 1
 2 557 8 0
 2 558 7 1
 2 558 9 0
 2 559 8 1
 2 559 10 0
 2 560 9 1
 2 560 11 0
 2 561 destination 0
 3 source 9593 0
 3 source 9594 0
 3 source 9595 0
 3 source 9596 0
 3 source 9597 0
 3 source 9598 0
 3 source 9599 0
 3 source 9600 0
 3 source 9601 0
 3 source 9602 0
 3 source 9603 0
 3 1 destination 0 
 3 2 destination 0 
 3 3 destination 0 
 3 4 destination 0 
 3 5 destination 0 
 3 6 destination 0 
 3 7 destination 0 
 3 8 destination 0 
 3 9 destination 0 
 3 10 destination 0 
 3 11 destination 0 
 3 9593 1310 1
 3 9593 1311 0
 3 1310 1541 1
 3 1310 1542 0
 3 1311 1541 1
 3 1311 1543 0
 3 1312 1542 1
 3 1312 1544 0
 3 1313 1543 1
 3 1313 1545 0
 3 1314 1544 1
 3 1314 1546 0
 3 1315 1545 1
 3 1315 1547 0
 3 1316 1546 1
 3 1316 1548 0
 3 1317 1547 1
 3 1317 1549 0
 3 1318 1548 1
 3 1318 1550 0
 3 1319 1549 1
 3 1319 1551 0
 3 1320 destination 0
 3 1541 3543 1
 3 1541 3545 0
 3 1542 3543 1
 3 1542 3546 0
 3 1543 3543 1
 3 1543 3547 0
 3 1544 3544 1
 3 1544 3548 0
 3 1545 3545 1
 3 1545 3549 0
 3 1546 3546 1
 3 1546 3550 0
 3 1547 3547 1
 3 1547 3551 0
 3 1548 3548 1
 3 1548 3552 0
 3 1549 3549 1
 3 1549 3553 0
 3 1550 3550 1
 3 1550 3553 0
 3 1551 destination 0
 3 3543 3213 1
 3 3543 3214 0
 3 3544 3213 1
 3 3544 3215 0
 3 3545 3214 1
 3 3545 3216 0
 3 3546 3215 1
 3 3546 3217 0
 3 3547 3216 1
 3 3547 3218 0
 3 3548 3217 1
 3 3548 3219 0
 3 3549 3218 1
 3 3549 3220 0
 3 3550 3219 1
 3 3550 3221 0
 3 3551 3220 1
 3 3551 3222 0
 3 3552 3221 1
 3 3552 3223 0
 3 3553 destination 0
 3 3213 3741 1
 3 3213 3742 0
 3 3214 3741 1
 3 3214 3743 0
 3 3215 3742 1
 3 3215 3744 0
 3 3216 3743 1
 3 3216 3745 0
 3 3217 3744 1
 3 3217 3746 0
 3 3218 3745 1
 3 3218 3747 0
 3 3219 3746 1
 3 3219 3748 0
 3 3220 3747 1
 3 3220 3749 0
 3 3221 3748 1
 3 3221 3750 0
 3 3222 3749 1
 3 3222 3751 0
 3 3223 destination 0
 3 3741 8768 1
 3 3741 8769 0
 3 3742 8768 1
 3 3742 8770 0
 3 3743 8769 1
 3 3743 8771 0
 3 3744 8770 1
 3 3744 8772 0
 3 3745 8771 1
 3 3745 8773 0
 3 3746 8772 1
 3 3746 8774 0
 3 3747 8773 1
 3 3747 8775 0
 3 3748 8774 1
 3 3748 8776 0
 3 3749 8775 1
 3 3749 8777 0
 3 3750 8776 1
 3 3750 8778 0
 3 3751 destination 0
 3 8768 2806 1
 3 8768 2807 0
 3 8769 2806 1
 3 8769 2808 0
 3 8770 2807 1
 3 8770 2809 0
 3 8771 2808 1
 3 8771 2810 0
 3 8772 2809 1
 3 8772 2811 0
 3 8773 2810 1
 3 8773 2812 0
 3 8774 2811 1
 3 8774 2813 0
 3 8775 2812 1
 3 8775 2814 0
 3 8776 2813 1
 3 8776 2815 0
 3 8777 2814 1
 3 8777 2816 0
 3 8778 destination 0
 3 2806 595 1
 3 2806 596 0
 3 2807 595 1
 3 2807 597 0
 3 2808 596 1
 3 2808 598 0
 3 2809 597 1
 3 2809 599 0
 3 2810 598 1
 3 2810 600 0
 3 2811 599 1
 3 2811 601 0
 3 2812 600 1
 3 2812 602 0
 3 2813 601 1
 3 2813 603 0
